,fanfic_id,kudos,bookmarks,comments,hits,date_scraped
631,47855410,24,3,10,204,2023-08-24
632,47450914,242,23,179,"3,945",2023-08-24
633,45969130,58,6,2,509,2023-08-24
634,47769124,31,3,5,490,2023-08-24
635,47217127,24,1,7,247,2023-08-24
636,46903351,117,18,34,819,2023-08-24
637,46804297,148,17,13,"1,366",2023-08-24
638,45202741,180,17,21,"2,274",2023-08-24
639,47630596,231,16,15,"1,280",2023-08-24
640,47554045,34,1,3,570,2023-08-24
641,47711464,39,,6,414,2023-08-24
642,46952524,1,,1,12,2023-08-24
643,45499705,,,,,2023-08-24
644,46616116,1,,,80,2023-08-24
645,46719808,146,8,10,"1,151",2023-08-24
646,46681258,95,5,5,549,2023-08-24
647,45400762,,,,,2023-08-24
648,46750021,150,6,37,893,2023-08-24
649,46686385,93,11,14,"1,924",2023-08-24
650,46745362,164,17,43,"2,009",2023-08-24
651,46657408,137,9,6,870,2023-08-24
652,45630337,,,,,2023-08-24
653,46729273,5,1,8,56,2023-08-24
654,46754731,98,5,14,685,2023-08-24
655,46647835,86,4,2,"1,213",2023-08-24
656,46724329,164,4,21,"1,109",2023-08-24
657,46644919,4,,,71,2023-08-24
658,46612975,36,4,4,354,2023-08-24
659,46753933,32,2,5,442,2023-08-24
660,46673728,48,5,2,758,2023-08-24
661,46654159,196,12,11,"1,206",2023-08-24
662,46612807,188,8,23,"1,420",2023-08-24
663,46649257,35,8,14,499,2023-08-24
664,46626169,113,7,49,"1,012",2023-08-24
665,46724575,286,45,47,"3,060",2023-08-24
666,46704817,6,,,115,2023-08-24
667,46633966,190,7,18,"1,548",2023-08-24
668,46626352,8,1,2,243,2023-08-24
669,46749688,,,,,2023-08-24
670,46914226,,,,,2023-08-24
671,46747957,39,4,7,412,2023-08-24
672,46757398,14,2,4,242,2023-08-24
673,47159842,,,,,2023-08-24
674,46724731,32,3,,518,2023-08-24
675,46709671,177,34,22,891,2023-08-24
676,45675151,,,,,2023-08-24
677,46729345,180,17,21,"1,257",2023-08-24
678,46632634,23,3,4,238,2023-08-24
679,46680625,285,38,236,"7,202",2023-08-24
680,46696270,75,4,,743,2023-08-24
681,46705159,163,5,32,"1,498",2023-08-24
682,46690678,11,2,1,83,2023-08-24
683,46745278,148,7,11,"1,707",2023-08-24
684,46662667,54,2,8,717,2023-08-24
685,46653535,29,1,6,277,2023-08-24
686,46637182,241,14,27,"1,483",2023-08-24
687,46673722,187,13,127,"4,324",2023-08-24
688,46680820,192,20,16,"2,407",2023-08-24
689,46689004,18,,2,88,2023-08-24
690,46652290,126,13,34,979,2023-08-24
691,46721113,30,4,13,680,2023-08-24
692,46704472,1,1,,52,2023-08-24
693,46616701,161,24,136,"3,399",2023-08-24
694,46754482,149,25,39,"2,106",2023-08-24
695,46642321,14,,4,134,2023-08-24
696,46461532,82,5,4,846,2023-08-24
697,46606960,,,,,2023-08-24
698,46087897,,,,,2023-08-24
699,46546858,270,31,262,"5,587",2023-08-24
700,45521866,60,2,,"1,105",2023-08-24
701,46466170,5,1,4,46,2023-08-24
702,46593232,135,11,16,883,2023-08-24
703,46490665,240,38,73,"1,705",2023-08-24
704,46531756,53,2,9,"1,380",2023-08-24
705,46592665,105,5,4,561,2023-08-24
706,46454686,240,15,52,"1,499",2023-08-24
707,46464568,129,21,39,"3,263",2023-08-24
708,46516504,71,6,34,"1,085",2023-08-24
709,46562428,32,2,11,414,2023-08-24
710,46585030,23,1,2,485,2023-08-24
711,46568935,20,1,4,570,2023-08-24
712,46514437,114,4,18,642,2023-08-24
713,46544200,97,11,14,861,2023-08-24
714,46560958,190,22,10,"1,719",2023-08-24
715,46544185,25,1,8,129,2023-08-24
716,46568050,382,55,135,"4,725",2023-08-24
717,46512439,102,15,47,"1,405",2023-08-24
718,46465093,110,6,4,964,2023-08-24
719,46557160,149,15,18,"1,438",2023-08-24
720,46563514,,,,,2023-08-24
721,46469533,429,38,362,"9,446",2023-08-24
722,46548598,9,1,2,65,2023-08-24
723,46552432,86,7,33,403,2023-08-24
724,46545298,435,44,445,"13,465",2023-08-24
725,46575103,109,8,14,596,2023-08-24
726,46493629,394,62,49,"2,790",2023-08-24
727,46586020,39,4,11,334,2023-08-24
728,46608505,125,8,69,"2,110",2023-08-24
729,46514785,,,,,2023-08-24
730,46588315,80,10,27,763,2023-08-24
731,46612264,80,6,18,784,2023-08-24
732,46533181,100,8,22,870,2023-08-24
733,46545607,4,,,105,2023-08-24
734,46466728,74,10,55,"1,577",2023-08-24
735,46489912,42,4,6,360,2023-08-24
736,46552339,76,11,51,529,2023-08-24
737,46587247,24,2,6,363,2023-08-24
738,46458169,146,13,11,"1,148",2023-08-24
739,46452142,88,9,28,766,2023-08-24
740,46519282,449,43,290,"9,556",2023-08-24
741,46474255,,,,,2023-08-24
742,46597123,241,21,28,"1,109",2023-08-24
743,46609009,34,,9,791,2023-08-24
744,46481659,281,24,624,"5,757",2023-08-24
745,46589206,193,18,13,"1,329",2023-08-24
746,46510540,15,,2,285,2023-08-24
747,46473562,43,6,91,929,2023-08-24
748,46520635,141,19,34,"1,207",2023-08-24
749,46197910,252,29,20,"2,618",2023-08-24
750,46368916,32,2,7,322,2023-08-24
751,46616434,,,,,2023-08-24
752,46235371,97,7,10,687,2023-08-24
753,46295881,84,11,1,666,2023-08-24
754,46429513,467,50,865,"14,197",2023-08-24
755,46445644,173,10,28,"3,410",2023-08-24
756,46450045,263,21,80,"3,210",2023-08-24
757,46451566,141,13,3,"1,153",2023-08-24
758,46447390,118,13,8,"1,167",2023-08-24
759,46446364,242,27,15,"1,640",2023-08-24
760,46431190,43,1,12,469,2023-08-24
761,46433071,27,1,2,"1,346",2023-08-24
762,46432357,194,11,10,"1,924",2023-08-24
763,46431946,243,41,32,"1,889",2023-08-24
764,46431418,337,42,28,"1,908",2023-08-24
765,46408204,287,22,95,"3,802",2023-08-24
766,46424269,96,11,19,636,2023-08-24
767,46422805,3,,2,165,2023-08-24
768,46422130,2,,2,67,2023-08-24
769,46421908,302,41,30,"2,292",2023-08-24
770,46421422,94,13,6,713,2023-08-24
771,46415074,44,3,9,470,2023-08-24
772,46410094,154,15,47,"1,561",2023-08-24
773,46381468,245,27,100,"3,995",2023-08-24
774,46403539,33,1,,711,2023-08-24
775,46403062,127,12,17,"1,288",2023-08-24
776,46400428,383,57,47,"3,118",2023-08-24
777,46401100,64,2,6,453,2023-08-24
778,46395415,119,4,2,"1,016",2023-08-24
779,46388950,15,2,4,106,2023-08-24
780,46378699,40,1,5,356,2023-08-24
781,46358539,14,2,2,108,2023-08-24
782,46366897,163,23,45,"2,273",2023-08-24
783,46374463,67,8,21,980,2023-08-24
784,46367782,180,22,8,"3,297",2023-08-24
785,46360597,87,10,9,"1,181",2023-08-24
786,46375837,9,,2,141,2023-08-24
787,46370536,132,8,18,"1,087",2023-08-24
788,46369297,,,,,2023-08-24
789,46360966,60,3,6,759,2023-08-24
790,46358098,88,3,23,"1,417",2023-08-24
791,46358089,29,3,5,731,2023-08-24
792,46353790,143,15,11,832,2023-08-24
793,46351537,232,14,5,"1,625",2023-08-24
794,46329682,11,1,,183,2023-08-24
795,46339879,116,6,10,"2,257",2023-08-24
796,46346389,165,19,7,"1,112",2023-08-24
797,46345342,32,2,2,"1,141",2023-08-24
798,46343647,40,7,8,361,2023-08-24
799,46341136,305,24,35,"1,667",2023-08-24
800,46315813,433,43,98,"6,031",2023-08-24
801,46315132,80,10,34,"1,091",2023-08-24
802,46313794,80,10,105,"1,187",2023-08-24
803,46326508,50,8,8,329,2023-08-24
804,46325347,,,,47,2023-08-24
805,46325395,250,24,25,"1,608",2023-08-24
806,46324702,105,5,8,"1,074",2023-08-24
807,46320637,53,1,,390,2023-08-24
808,46318897,116,4,15,613,2023-08-24
809,46317319,57,3,5,626,2023-08-24
810,46066087,195,19,10,"1,871",2023-08-24
811,46281751,64,4,4,673,2023-08-24
812,46282243,,,,,2023-08-24
813,46288870,45,,2,548,2023-08-24
814,46301008,169,7,15,"1,348",2023-08-24
815,46300423,233,14,21,"1,828",2023-08-24
816,46295896,23,1,4,436,2023-08-24
817,46295437,160,16,4,"2,220",2023-08-24
818,46286233,41,3,5,343,2023-08-24
819,46286143,369,33,41,"2,278",2023-08-24
820,46266553,234,26,160,"4,753",2023-08-24
821,46263262,291,31,72,"2,921",2023-08-24
822,46280236,742,92,235,"7,940",2023-08-24
823,46257373,212,30,34,"1,823",2023-08-24
824,46275070,10,1,,501,2023-08-24
825,46269961,71,6,4,634,2023-08-24
826,46271611,151,18,6,"1,037",2023-08-24
827,46056190,279,29,35,"1,811",2023-08-24
828,46266283,27,,6,664,2023-08-24
829,46263364,171,13,4,"1,300",2023-08-24
830,46262965,162,11,4,"1,333",2023-08-24
831,46258786,93,2,7,837,2023-08-24
832,46232947,296,46,153,"4,337",2023-08-24
833,46234456,,,,,2023-08-24
834,46242589,72,4,7,625,2023-08-24
835,46237879,176,9,12,"1,338",2023-08-24
836,46237612,563,55,57,"3,164",2023-08-24
837,46235575,21,,,403,2023-08-24
838,46218217,11,2,53,393,2023-08-24
839,46211653,92,8,16,"1,197",2023-08-24
840,46227607,315,30,90,"4,016",2023-08-24
841,46229668,351,34,58,"4,493",2023-08-24
842,46225141,226,33,79,"2,519",2023-08-24
843,46231348,20,2,2,334,2023-08-24
844,46231606,140,7,14,999,2023-08-24
845,46227298,47,3,7,417,2023-08-24
846,46227922,314,34,38,"1,650",2023-08-24
847,46225762,165,13,20,"1,491",2023-08-24
848,46222927,,,,,2023-08-24
849,46222702,120,4,7,"1,104",2023-08-24
850,46219141,,,,,2023-08-24
851,46212685,110,10,5,"1,277",2023-08-24
852,46183210,113,12,38,"2,218",2023-08-24
853,46201771,128,12,98,"2,921",2023-08-24
854,46188124,236,27,141,"2,921",2023-08-24
855,46196092,90,8,25,"1,194",2023-08-24
856,46203505,81,13,20,"1,062",2023-08-24
857,46207663,323,35,10,"2,193",2023-08-24
858,46188061,105,14,19,"2,656",2023-08-24
859,46199743,171,13,8,977,2023-08-24
860,46199239,5,,,26,2023-08-24
861,46198582,194,11,32,"1,429",2023-08-24
862,46191514,117,7,25,"1,037",2023-08-24
863,46163245,321,15,56,"2,861",2023-08-24
864,46179229,35,5,3,161,2023-08-24
865,46175200,17,,2,89,2023-08-24
866,46159789,89,13,44,633,2023-08-24
867,46158823,74,2,8,400,2023-08-24
868,46156387,48,3,17,501,2023-08-24
869,46153141,284,26,24,"1,433",2023-08-24
870,46151071,87,3,8,752,2023-08-24
871,46148293,213,14,5,"1,079",2023-08-24
872,46140007,209,10,24,"1,160",2023-08-24
873,46134067,155,10,9,"1,661",2023-08-24
874,46128526,138,16,34,"2,357",2023-08-24
875,46130890,88,2,7,"1,207",2023-08-24
876,46128898,116,9,13,989,2023-08-24
877,46120477,328,25,37,"2,370",2023-08-24
878,46117258,436,45,44,"2,964",2023-08-24
879,46114156,84,5,10,"2,541",2023-08-24
880,46093528,416,66,221,"7,763",2023-08-24
881,46103200,111,13,19,"1,000",2023-08-24
882,46108750,,,,,2023-08-24
883,46099660,43,2,8,"1,226",2023-08-24
884,46111810,64,13,12,564,2023-08-24
885,46111621,74,8,18,905,2023-08-24
886,46105606,31,1,,437,2023-08-24
887,46103284,15,,,654,2023-08-24
888,46102378,164,10,12,"2,097",2023-08-24
889,46102300,323,31,27,"2,171",2023-08-24
890,46101865,113,7,12,628,2023-08-24
891,46101235,,,,,2023-08-24
892,46106668,213,34,28,"1,746",2023-08-24
893,46099825,394,37,40,"2,095",2023-08-24
894,46097911,336,50,46,"2,716",2023-08-24
895,46096594,124,4,9,"1,258",2023-08-24
896,46093663,177,18,16,"1,040",2023-08-24
897,46092328,309,45,24,"1,815",2023-08-24
898,46090408,416,39,67,"2,698",2023-08-24
899,46085413,188,25,161,"3,182",2023-08-24
900,46086682,146,16,11,"1,229",2023-08-24
901,46080382,172,13,10,"1,420",2023-08-24
902,46014055,98,11,12,912,2023-08-24
903,46077070,,,,,2023-08-24
904,46076818,24,,7,107,2023-08-24
905,46071751,54,4,5,310,2023-08-24
906,46070332,369,35,23,"2,395",2023-08-24
907,46070098,70,3,1,"1,553",2023-08-24
908,46067698,187,10,4,"2,097",2023-08-24
909,46067422,53,3,21,403,2023-08-24
910,46042186,345,35,141,"2,872",2023-08-24
911,46055770,108,14,34,"1,218",2023-08-24
912,46063084,447,75,54,"3,498",2023-08-24
913,46057189,109,11,8,924,2023-08-24
914,46056208,159,8,10,"1,102",2023-08-24
915,45937120,100,11,9,866,2023-08-24
916,46051189,27,1,,639,2023-08-24
917,46048303,54,2,7,867,2023-08-24
918,46047928,161,29,34,"1,022",2023-08-24
919,46036882,647,80,"1,126","21,409",2023-08-24
920,46031203,171,14,58,"2,670",2023-08-24
921,46018846,636,95,262,"8,596",2023-08-24
922,46040101,53,3,,567,2023-08-24
923,45992107,308,27,20,"2,233",2023-08-24
924,46037554,206,22,37,"1,605",2023-08-24
925,46035781,291,28,32,"1,982",2023-08-24
926,46034785,24,2,4,428,2023-08-24
927,46034062,185,11,9,"2,043",2023-08-24
928,46032967,109,11,6,"1,393",2023-08-24
929,46030216,110,10,24,713,2023-08-24
930,45705571,87,4,7,"1,129",2023-08-24
931,46027813,22,1,5,250,2023-08-24
932,46026142,90,4,2,"1,209",2023-08-24
933,46025392,55,,2,"1,416",2023-08-24
934,46021558,37,8,6,420,2023-08-24
935,46015855,104,8,3,"1,185",2023-08-24
936,46015894,143,11,8,996,2023-08-24
937,46014679,46,4,12,329,2023-08-24
938,45994780,,,,,2023-08-24
939,45992374,123,18,96,"1,271",2023-08-24
940,46012726,48,1,2,521,2023-08-24
941,46011940,123,7,12,943,2023-08-24
942,46011172,178,23,14,"3,755",2023-08-24
943,46004761,88,5,8,952,2023-08-24
944,46004182,323,40,32,"2,193",2023-08-24
945,46001686,,,,,2023-08-24
946,46000972,15,,30,376,2023-08-24
947,46000672,9,1,4,227,2023-08-24
948,46015144,74,3,3,957,2023-08-24
949,45997003,348,67,52,"2,173",2023-08-24
950,45996211,297,40,15,"1,726",2023-08-24
951,45996049,89,9,3,737,2023-08-24
952,45990073,67,4,8,553,2023-08-24
953,45917170,97,8,11,691,2023-08-24
954,45984499,85,10,10,"1,463",2023-08-24
955,45982120,673,110,326,"6,705",2023-08-24
956,45987448,31,,,356,2023-08-24
957,45986320,223,15,5,"1,741",2023-08-24
958,45985753,,,,,2023-08-24
959,45985786,,,,,2023-08-24
960,45984541,58,3,5,733,2023-08-24
961,45982501,75,1,3,825,2023-08-24
962,45981832,69,3,10,541,2023-08-24
963,45977116,10,1,2,274,2023-08-24
964,45976288,556,53,23,"3,778",2023-08-24
965,45972253,192,36,50,"1,570",2023-08-24
966,45973294,170,11,12,"1,285",2023-08-24
967,45969571,186,14,12,"1,218",2023-08-24
968,45967144,251,20,146,"5,215",2023-08-24
969,45953287,353,31,165,"7,662",2023-08-24
970,45965344,321,28,52,"5,341",2023-08-24
971,45967765,,,,,2023-08-24
972,45967603,187,13,9,"1,561",2023-08-24
973,45878509,169,15,7,"1,598",2023-08-24
974,45960052,109,12,23,653,2023-08-24
975,45961612,99,15,25,684,2023-08-24
976,45961165,274,40,8,"2,049",2023-08-24
977,45943195,82,3,4,830,2023-08-24
978,45959839,33,2,,752,2023-08-24
979,45959410,16,1,14,133,2023-08-24
980,45959260,312,66,76,"2,444",2023-08-24
981,45958765,115,5,6,888,2023-08-24
982,45958507,108,7,2,"1,529",2023-08-24
983,45956908,141,4,4,842,2023-08-24
984,45956830,37,,2,"1,275",2023-08-24
985,45956380,72,2,4,742,2023-08-24
986,45955846,70,3,4,"1,568",2023-08-24
987,45954985,,,,,2023-08-24
988,45953536,432,75,33,"2,325",2023-08-24
989,45953320,103,9,1,983,2023-08-24
990,45953092,23,3,4,278,2023-08-24
991,45950230,180,14,16,"1,553",2023-08-24
992,45950098,48,,1,416,2023-08-24
993,45949939,145,15,21,"1,464",2023-08-24
994,45949594,289,27,14,"1,943",2023-08-24
995,45949207,124,12,13,737,2023-08-24
996,45949255,,,,,2023-08-24
997,45948691,170,21,9,845,2023-08-24
998,45946945,89,3,6,701,2023-08-24
999,45946711,38,2,9,491,2023-08-24
1000,45946471,50,3,,577,2023-08-24
1001,45928231,421,42,261,"9,942",2023-08-24
1002,45944800,86,6,3,"1,078",2023-08-24
1003,45941917,61,7,8,993,2023-08-24
1004,45939247,180,22,35,810,2023-08-24
1005,45938020,147,8,12,"1,442",2023-08-24
1006,45931798,531,64,44,"2,953",2023-08-24
1007,45929959,364,30,28,"2,349",2023-08-24
1008,45927412,,,,,2023-08-24
1009,45925663,168,16,10,"1,806",2023-08-24
1010,45926998,76,2,4,669,2023-08-24
1011,45926257,58,4,6,663,2023-08-24
1012,45923554,184,16,26,"1,338",2023-08-24
1013,45890218,105,13,10,820,2023-08-24
1014,45906451,184,14,47,"2,333",2023-08-24
1015,45908236,153,9,3,"2,068",2023-08-24
1016,45916255,2,,,42,2023-08-24
1017,45923083,94,2,4,760,2023-08-24
1018,45922597,231,14,23,"1,662",2023-08-24
1019,45921664,47,6,4,323,2023-08-24
1020,45919786,185,17,23,"1,721",2023-08-24
1021,45781543,41,7,4,419,2023-08-24
1022,45917161,,,,,2023-08-24
1023,45915469,134,7,5,"1,149",2023-08-24
1024,45913645,,,,,2023-08-24
1025,45913267,126,4,5,743,2023-08-24
1026,45912622,,,,,2023-08-24
1027,45912517,100,3,4,"1,204",2023-08-24
1028,45912121,166,13,20,875,2023-08-24
1029,45911998,124,10,8,"1,166",2023-08-24
1030,45911911,127,5,7,907,2023-08-24
1031,45902416,93,6,9,"1,083",2023-08-24
1032,45908167,71,7,6,"1,175",2023-08-24
1033,45907522,101,4,10,801,2023-08-24
1034,45907612,371,42,26,"2,012",2023-08-24
1035,45906832,126,10,14,669,2023-08-24
1036,45906346,79,3,4,802,2023-08-24
1037,45904690,140,9,4,924,2023-08-24
1038,45903577,220,26,39,"1,119",2023-08-24
1039,45901207,172,12,23,"1,086",2023-08-24
1040,45900238,171,10,15,"1,618",2023-08-24
1041,45900211,77,6,4,804,2023-08-24
1042,45883108,267,33,140,"4,002",2023-08-24
1043,45877423,157,9,31,"3,902",2023-08-24
1044,45889246,191,18,16,"2,217",2023-08-24
1045,45898684,161,13,19,"2,131",2023-08-24
1046,45898153,63,3,2,566,2023-08-24
1047,45898195,139,7,18,"1,001",2023-08-24
1048,45897112,77,7,1,779,2023-08-24
1049,45892684,106,11,10,588,2023-08-24
1050,45894358,108,3,2,826,2023-08-24
1051,45894163,319,18,44,"2,236",2023-08-24
1052,45892138,113,13,7,"2,096",2023-08-24
1053,45892129,167,15,25,862,2023-08-24
1054,45889840,217,17,16,"1,846",2023-08-24
1055,45888514,,,,,2023-08-24
1056,45887671,180,10,18,"1,105",2023-08-24
1057,45906250,111,5,8,778,2023-08-24
1058,45886432,127,6,4,"1,022",2023-08-24
1059,45885187,504,53,34,"3,173",2023-08-24
1060,45885139,56,1,,"1,019",2023-08-24
1061,45883669,149,13,14,900,2023-08-24
1062,45880315,67,1,12,616,2023-08-24
1063,45862360,60,6,17,657,2023-08-24
1064,45874990,198,16,10,"1,567",2023-08-24
1065,45874843,198,12,5,"1,400",2023-08-24
1066,45868420,72,12,5,690,2023-08-24
1067,45859756,,,,,2023-08-24
1068,45856504,97,8,5,"1,075",2023-08-24
1069,45853579,28,3,,273,2023-08-24
1070,45851230,,,,,2023-08-24
1071,45849280,179,26,35,978,2023-08-24
1072,45844012,132,17,52,"1,546",2023-08-24
1073,45726304,275,30,55,"4,389",2023-08-24
1074,45846748,157,14,18,"1,098",2023-08-24
1075,45858562,142,7,7,"1,576",2023-08-24
1076,45825607,307,35,15,"1,900",2023-08-24
1077,45817276,77,5,12,"2,410",2023-08-24
1078,45806023,60,5,8,992,2023-08-24
1079,45822442,,,,,2023-08-24
1080,45820903,,,,,2023-08-24
1081,45820789,75,2,5,788,2023-08-24
1082,45820549,185,18,12,900,2023-08-24
1083,45818764,241,45,12,"1,710",2023-08-24
1084,45815488,176,12,4,"1,116",2023-08-24
1085,45810253,,,,,2023-08-24
1086,45793852,239,41,790,"7,891",2023-08-24
1087,45779782,85,13,20,735,2023-08-24
1088,45797791,170,18,21,"1,846",2023-08-24
1089,45795295,37,2,3,425,2023-08-24
1090,45792256,524,63,41,"4,133",2023-08-24
1091,45778651,,,,,2023-08-24
1092,45769018,49,3,88,"1,311",2023-08-24
1093,45773677,511,57,579,"9,416",2023-08-24
1094,45774862,98,6,6,"2,012",2023-08-24
1095,45771862,22,,11,258,2023-08-24
1096,45768427,48,,4,"1,160",2023-08-24
1097,45768025,35,1,,455,2023-08-24
1098,45758899,13,4,1,234,2023-08-24
1099,45755005,334,28,11,"2,548",2023-08-24
1100,45743218,199,14,82,"2,232",2023-08-24
1101,45740263,104,17,47,"2,258",2023-08-24
1102,45731221,71,4,12,"1,548",2023-08-24
1103,45748252,,,,,2023-08-24
1104,45747007,100,4,6,"1,434",2023-08-24
1105,45746728,134,9,7,"1,154",2023-08-24
1106,45745054,64,5,14,321,2023-08-24
1107,45745150,104,24,15,"1,041",2023-08-24
1108,45742834,51,5,2,302,2023-08-24
1109,45733642,29,2,3,463,2023-08-24
1110,45729940,196,19,4,"1,912",2023-08-24
1111,45728536,68,9,9,469,2023-08-24
1112,45719404,207,33,34,"2,586",2023-08-24
1113,45707029,195,16,20,"2,675",2023-08-24
1114,45726136,73,6,4,"1,297",2023-08-24
1115,45714139,161,12,10,"2,132",2023-08-24
1116,45711232,130,9,15,"1,319",2023-08-24
1117,45708334,220,17,33,"1,647",2023-08-24
1118,45707410,295,27,22,"2,027",2023-08-24
1119,45703774,51,6,6,405,2023-08-24
1120,45703534,475,62,51,"2,703",2023-08-24
1121,45689383,43,3,6,912,2023-08-24
1122,45679222,143,11,19,"2,192",2023-08-24
1123,45697195,232,9,19,"2,151",2023-08-24
1124,45695437,102,7,13,955,2023-08-24
1125,45695704,12,1,1,114,2023-08-24
1126,45692461,311,55,51,"1,932",2023-08-24
1127,45692212,132,13,12,864,2023-08-24
1128,45691075,194,16,14,"1,815",2023-08-24
1129,45689869,5,,,24,2023-08-24
1130,45688066,13,,,141,2023-08-24
1131,45684694,274,23,28,"2,402",2023-08-24
1132,45683302,167,21,15,"2,380",2023-08-24
1133,45679093,262,28,35,"2,312",2023-08-24
1134,45675760,428,54,31,"2,809",2023-08-24
1135,45674977,122,16,12,"3,095",2023-08-24
1136,45665989,48,8,19,699,2023-08-24
1137,45651097,249,24,7,"3,356",2023-08-24
1138,45673180,199,37,76,"2,665",2023-08-24
1139,45657259,379,39,175,"6,556",2023-08-24
1140,45667579,197,22,11,"2,736",2023-08-24
1141,45653299,472,56,101,"4,546",2023-08-24
1142,45665002,481,61,79,"2,747",2023-08-24
1143,45664660,277,38,45,"2,007",2023-08-24
1144,45660022,339,42,34,"2,830",2023-08-24
1145,45648898,183,9,4,"2,091",2023-08-24
1146,45625834,66,3,5,"1,120",2023-08-24
1147,45631399,446,63,169,"5,039",2023-08-24
1148,45638332,102,6,8,"1,878",2023-08-24
1149,45639436,92,11,30,"2,782",2023-08-24
1150,45631600,389,53,71,"4,374",2023-08-24
1151,45645367,,,,,2023-08-24
1152,45639625,169,12,10,"1,480",2023-08-24
1153,45633973,322,40,33,"3,427",2023-08-24
1154,45632575,9,1,2,58,2023-08-24
1155,45630778,391,35,27,"2,489",2023-08-24
1156,45626272,73,6,6,489,2023-08-24
1157,45620473,162,18,36,"2,235",2023-08-24
1158,45608017,553,62,179,"6,462",2023-08-24
1159,45610120,712,85,67,"4,370",2023-08-24
1160,45603859,439,54,120,"8,940",2023-08-24
1161,45604426,220,26,39,"5,519",2023-08-24
1162,45624808,482,37,14,"2,605",2023-08-24
1163,45624178,58,1,1,559,2023-08-24
1164,45618709,225,40,34,"1,282",2023-08-24
1165,45613867,194,15,14,"3,346",2023-08-24
1166,45607801,286,33,16,"3,654",2023-08-24
1167,45601189,66,9,19,"1,592",2023-08-24
1168,45600478,,,,,2023-08-24
1169,45594226,121,10,8,"1,083",2023-08-24
1170,45590311,198,14,16,"1,759",2023-08-24
1171,45588253,489,45,34,"2,526",2023-08-24
1172,45586645,82,12,24,"1,039",2023-08-24
1173,45585871,34,,8,227,2023-08-24
1174,45579649,176,8,9,"2,239",2023-08-24
1175,45552637,175,19,33,"2,770",2023-08-24
1176,45575005,224,22,59,"2,642",2023-08-24
1177,45568510,197,17,18,"1,660",2023-08-24
1178,45577135,202,22,20,"1,841",2023-08-24
1179,45577765,46,2,3,837,2023-08-24
1180,45574216,72,12,6,"1,588",2023-08-24
1181,45575893,187,9,6,"1,511",2023-08-24
1182,45575416,389,35,19,"2,034",2023-08-24
1183,45575278,65,3,4,724,2023-08-24
1184,45568291,130,10,19,805,2023-08-24
1185,45567121,30,4,4,224,2023-08-24
1186,45565012,4,,2,191,2023-08-24
